      Step     Time          Energy          fmax
BFGS:    0 14:46:23      118.303994      100.008792
BFGS:    1 14:46:24      100.223419       22.786446
BFGS:    2 14:46:24       95.103287       13.433407
BFGS:    3 14:46:24       92.787739        6.174643
BFGS:    4 14:46:24       91.677109        3.242439
BFGS:    5 14:46:24       91.133410        1.593523
BFGS:    6 14:46:24       90.788581        1.072308
BFGS:    7 14:46:24       90.663184        1.211080
BFGS:    8 14:46:24       90.610151        1.100531
BFGS:    9 14:46:25       90.521780        0.744133
BFGS:   10 14:46:25       90.443198        0.495229
BFGS:   11 14:46:25       90.403562        0.451902
BFGS:   12 14:46:25       90.382898        0.525982
BFGS:   13 14:46:25       90.356293        0.542402
BFGS:   14 14:46:25       90.326075        0.502278
BFGS:   15 14:46:25       90.295905        0.505836
BFGS:   16 14:46:25       90.272866        0.269531
BFGS:   17 14:46:26       90.258064        0.201478
BFGS:   18 14:46:26       90.245791        0.301839
BFGS:   19 14:46:26       90.230207        0.440198
BFGS:   20 14:46:26       90.217308        0.333664
BFGS:   21 14:46:26       90.210197        0.128117
BFGS:   22 14:46:26       90.205332        0.122030
BFGS:   23 14:46:26       90.199303        0.255635
BFGS:   24 14:46:26       90.191580        0.329706
BFGS:   25 14:46:26       90.183727        0.256755
BFGS:   26 14:46:26       90.177593        0.124617
BFGS:   27 14:46:27       90.173113        0.112547
BFGS:   28 14:46:27       90.168883        0.233574
BFGS:   29 14:46:27       90.163705        0.261551
BFGS:   30 14:46:27       90.159083        0.155050
      Step     Time          Energy          fmax
BFGS:    0 14:53:33      118.303994      100.008792
BFGS:    1 14:53:33      100.223419       22.786446
BFGS:    2 14:53:33       95.103287       13.433407
BFGS:    3 14:53:33       92.787739        6.174643
BFGS:    4 14:53:34       91.677109        3.242439
BFGS:    5 14:53:34       91.133410        1.593523
BFGS:    6 14:53:34       90.788581        1.072308
BFGS:    7 14:53:34       90.663184        1.211080
BFGS:    8 14:53:34       90.610151        1.100531
BFGS:    9 14:53:34       90.521780        0.744133
BFGS:   10 14:53:34       90.443198        0.495229
BFGS:   11 14:53:35       90.403562        0.451902
BFGS:   12 14:53:35       90.382898        0.525982
BFGS:   13 14:53:35       90.356293        0.542402
BFGS:   14 14:53:35       90.326075        0.502278
BFGS:   15 14:53:35       90.295905        0.505836
BFGS:   16 14:53:35       90.272866        0.269531
BFGS:   17 14:53:35       90.258064        0.201478
BFGS:   18 14:53:36       90.245791        0.301839
BFGS:   19 14:53:36       90.230207        0.440198
BFGS:   20 14:53:36       90.217308        0.333664
BFGS:   21 14:53:36       90.210197        0.128117
BFGS:   22 14:53:36       90.205332        0.122030
BFGS:   23 14:53:36       90.199303        0.255635
BFGS:   24 14:53:36       90.191580        0.329706
BFGS:   25 14:53:36       90.183727        0.256755
BFGS:   26 14:53:37       90.177593        0.124617
BFGS:   27 14:53:37       90.173113        0.112547
BFGS:   28 14:53:37       90.168883        0.233574
BFGS:   29 14:53:37       90.163705        0.261551
BFGS:   30 14:53:37       90.159083        0.155050
      Step     Time          Energy          fmax
BFGS:    0 17:57:46      118.303994      100.008792
BFGS:    1 17:57:46      100.223419       22.786446
BFGS:    2 17:57:46       95.103287       13.433407
BFGS:    3 17:57:47       92.787739        6.174643
BFGS:    4 17:57:47       91.677109        3.242439
BFGS:    5 17:57:47       91.133410        1.593523
BFGS:    6 17:57:47       90.788581        1.072308
BFGS:    7 17:57:47       90.663184        1.211080
BFGS:    8 17:57:47       90.610151        1.100531
BFGS:    9 17:57:47       90.521780        0.744133
BFGS:   10 17:57:48       90.443198        0.495229
BFGS:   11 17:57:48       90.403562        0.451902
BFGS:   12 17:57:48       90.382898        0.525982
BFGS:   13 17:57:48       90.356293        0.542402
BFGS:   14 17:57:48       90.326075        0.502278
BFGS:   15 17:57:48       90.295905        0.505836
BFGS:   16 17:57:48       90.272866        0.269531
BFGS:   17 17:57:49       90.258064        0.201478
BFGS:   18 17:57:49       90.245791        0.301839
BFGS:   19 17:57:49       90.230207        0.440198
BFGS:   20 17:57:49       90.217308        0.333664
BFGS:   21 17:57:49       90.210197        0.128117
BFGS:   22 17:57:49       90.205332        0.122030
BFGS:   23 17:57:49       90.199303        0.255635
BFGS:   24 17:57:49       90.191580        0.329706
BFGS:   25 17:57:49       90.183727        0.256755
BFGS:   26 17:57:50       90.177593        0.124617
BFGS:   27 17:57:50       90.173113        0.112547
BFGS:   28 17:57:50       90.168883        0.233574
BFGS:   29 17:57:50       90.163705        0.261551
BFGS:   30 17:57:50       90.159083        0.155050
