      Step     Time          Energy          fmax
BFGS:    0 14:46:39       95.925349        9.336161
BFGS:    1 14:46:39       92.461649        4.615317
BFGS:    2 14:46:40       91.338605        2.078390
BFGS:    3 14:46:40       90.927838        0.787162
BFGS:    4 14:46:40       90.681554        0.918991
BFGS:    5 14:46:40       90.450250        1.001680
BFGS:    6 14:46:40       90.333887        0.850537
BFGS:    7 14:46:40       90.284447        0.657919
BFGS:    8 14:46:40       90.237763        0.447062
BFGS:    9 14:46:41       90.209802        0.493058
BFGS:   10 14:46:41       90.191918        0.365038
BFGS:   11 14:46:41       90.178581        0.375100
BFGS:   12 14:46:41       90.165965        0.328340
BFGS:   13 14:46:41       90.154024        0.443685
BFGS:   14 14:46:41       90.142526        0.382265
BFGS:   15 14:46:42       90.132455        0.172303
BFGS:   16 14:46:42       90.124605        0.146721
BFGS:   17 14:46:42       90.118269        0.252469
BFGS:   18 14:46:42       90.111205        0.299524
BFGS:   19 14:46:42       90.104190        0.196362
BFGS:   20 14:46:42       90.098920        0.137546
BFGS:   21 14:46:42       90.094809        0.141882
BFGS:   22 14:46:42       90.090475        0.243461
BFGS:   23 14:46:43       90.084449        0.283697
BFGS:   24 14:46:43       90.076050        0.223058
BFGS:   25 14:46:43       90.068110        0.193590
BFGS:   26 14:46:43       90.060968        0.149592
BFGS:   27 14:46:43       90.051825        0.158756
BFGS:   28 14:46:43       90.043889        0.231711
BFGS:   29 14:46:43       90.033772        0.244265
BFGS:   30 14:46:43       90.026022        0.169061
      Step     Time          Energy          fmax
BFGS:    0 14:53:50       95.925349        9.336161
BFGS:    1 14:53:50       92.461649        4.615317
BFGS:    2 14:53:50       91.338605        2.078390
BFGS:    3 14:53:50       90.927838        0.787162
BFGS:    4 14:53:50       90.681554        0.918991
BFGS:    5 14:53:51       90.450250        1.001680
BFGS:    6 14:53:51       90.333887        0.850537
BFGS:    7 14:53:51       90.284447        0.657919
BFGS:    8 14:53:51       90.237763        0.447062
BFGS:    9 14:53:51       90.209802        0.493058
BFGS:   10 14:53:51       90.191918        0.365038
BFGS:   11 14:53:51       90.178581        0.375100
BFGS:   12 14:53:51       90.165965        0.328340
BFGS:   13 14:53:52       90.154024        0.443685
BFGS:   14 14:53:52       90.142526        0.382265
BFGS:   15 14:53:52       90.132455        0.172303
BFGS:   16 14:53:52       90.124605        0.146721
BFGS:   17 14:53:52       90.118269        0.252469
BFGS:   18 14:53:52       90.111205        0.299524
BFGS:   19 14:53:52       90.104190        0.196362
BFGS:   20 14:53:52       90.098920        0.137546
BFGS:   21 14:53:53       90.094809        0.141882
BFGS:   22 14:53:53       90.090475        0.243461
BFGS:   23 14:53:53       90.084449        0.283697
BFGS:   24 14:53:53       90.076050        0.223058
BFGS:   25 14:53:53       90.068110        0.193590
BFGS:   26 14:53:53       90.060968        0.149592
BFGS:   27 14:53:53       90.051825        0.158756
BFGS:   28 14:53:53       90.043889        0.231711
BFGS:   29 14:53:54       90.033772        0.244265
BFGS:   30 14:53:54       90.026022        0.169061
      Step     Time          Energy          fmax
BFGS:    0 17:58:02       95.925349        9.336161
BFGS:    1 17:58:02       92.461649        4.615317
BFGS:    2 17:58:02       91.338605        2.078390
BFGS:    3 17:58:03       90.927838        0.787162
BFGS:    4 17:58:03       90.681554        0.918991
BFGS:    5 17:58:03       90.450250        1.001680
BFGS:    6 17:58:03       90.333887        0.850537
BFGS:    7 17:58:03       90.284447        0.657919
BFGS:    8 17:58:03       90.237763        0.447062
BFGS:    9 17:58:03       90.209802        0.493058
BFGS:   10 17:58:04       90.191918        0.365038
BFGS:   11 17:58:04       90.178581        0.375100
BFGS:   12 17:58:04       90.165965        0.328340
BFGS:   13 17:58:04       90.154024        0.443685
BFGS:   14 17:58:04       90.142526        0.382265
BFGS:   15 17:58:04       90.132455        0.172303
BFGS:   16 17:58:04       90.124605        0.146721
BFGS:   17 17:58:05       90.118269        0.252469
BFGS:   18 17:58:05       90.111205        0.299524
BFGS:   19 17:58:05       90.104190        0.196362
BFGS:   20 17:58:05       90.098920        0.137546
BFGS:   21 17:58:05       90.094809        0.141882
BFGS:   22 17:58:05       90.090475        0.243461
BFGS:   23 17:58:05       90.084449        0.283697
BFGS:   24 17:58:05       90.076050        0.223058
BFGS:   25 17:58:05       90.068110        0.193590
BFGS:   26 17:58:06       90.060968        0.149592
BFGS:   27 17:58:06       90.051825        0.158756
BFGS:   28 17:58:06       90.043889        0.231711
BFGS:   29 17:58:06       90.033772        0.244265
BFGS:   30 17:58:06       90.026022        0.169061
