      Step     Time          Energy          fmax
BFGS:    0 14:47:10       96.778552       11.709602
BFGS:    1 14:47:10       92.507887        4.878599
BFGS:    2 14:47:10       91.447677        2.288269
BFGS:    3 14:47:10       90.977135        0.824633
BFGS:    4 14:47:10       90.717344        1.013674
BFGS:    5 14:47:10       90.482283        1.052130
BFGS:    6 14:47:11       90.362347        0.871226
BFGS:    7 14:47:11       90.309018        0.672781
BFGS:    8 14:47:11       90.258931        0.462865
BFGS:    9 14:47:11       90.226753        0.517919
BFGS:   10 14:47:11       90.206872        0.396943
BFGS:   11 14:47:11       90.191878        0.407897
BFGS:   12 14:47:11       90.177391        0.343649
BFGS:   13 14:47:11       90.163728        0.465712
BFGS:   14 14:47:12       90.150976        0.397921
BFGS:   15 14:47:12       90.140076        0.178190
BFGS:   16 14:47:12       90.131738        0.157510
BFGS:   17 14:47:12       90.125107        0.265053
BFGS:   18 14:47:12       90.117811        0.306707
BFGS:   19 14:47:12       90.110968        0.191365
BFGS:   20 14:47:12       90.106173        0.129646
BFGS:   21 14:47:13       90.102494        0.148421
BFGS:   22 14:47:13       90.098572        0.244906
BFGS:   23 14:47:13       90.093207        0.278183
BFGS:   24 14:47:13       90.085924        0.216119
BFGS:   25 14:47:13       90.078688        0.176645
BFGS:   26 14:47:13       90.072318        0.156532
BFGS:   27 14:47:13       90.064292        0.184975
BFGS:   28 14:47:13       90.055809        0.238044
BFGS:   29 14:47:14       90.046011        0.235598
BFGS:   30 14:47:14       90.037493        0.140715
      Step     Time          Energy          fmax
BFGS:    0 14:54:18       96.778552       11.709602
BFGS:    1 14:54:18       92.507887        4.878599
BFGS:    2 14:54:19       91.447677        2.288269
BFGS:    3 14:54:19       90.977135        0.824633
BFGS:    4 14:54:19       90.717344        1.013674
BFGS:    5 14:54:19       90.482283        1.052130
BFGS:    6 14:54:19       90.362347        0.871226
BFGS:    7 14:54:19       90.309018        0.672781
BFGS:    8 14:54:19       90.258931        0.462865
BFGS:    9 14:54:20       90.226753        0.517919
BFGS:   10 14:54:20       90.206872        0.396943
BFGS:   11 14:54:20       90.191878        0.407897
BFGS:   12 14:54:20       90.177391        0.343649
BFGS:   13 14:54:20       90.163728        0.465712
BFGS:   14 14:54:20       90.150976        0.397921
BFGS:   15 14:54:20       90.140076        0.178190
BFGS:   16 14:54:21       90.131738        0.157510
BFGS:   17 14:54:21       90.125107        0.265053
BFGS:   18 14:54:21       90.117811        0.306707
BFGS:   19 14:54:21       90.110968        0.191365
BFGS:   20 14:54:21       90.106173        0.129646
BFGS:   21 14:54:21       90.102494        0.148421
BFGS:   22 14:54:21       90.098572        0.244906
BFGS:   23 14:54:22       90.093207        0.278183
BFGS:   24 14:54:22       90.085924        0.216119
BFGS:   25 14:54:22       90.078688        0.176645
BFGS:   26 14:54:22       90.072318        0.156532
BFGS:   27 14:54:22       90.064292        0.184975
BFGS:   28 14:54:22       90.055809        0.238044
BFGS:   29 14:54:22       90.046011        0.235598
BFGS:   30 14:54:23       90.037493        0.140715
      Step     Time          Energy          fmax
BFGS:    0 17:58:30       96.778552       11.709602
BFGS:    1 17:58:30       92.507887        4.878599
BFGS:    2 17:58:30       91.447677        2.288269
BFGS:    3 17:58:30       90.977135        0.824633
BFGS:    4 17:58:31       90.717344        1.013674
BFGS:    5 17:58:31       90.482283        1.052130
BFGS:    6 17:58:31       90.362347        0.871226
BFGS:    7 17:58:31       90.309018        0.672781
BFGS:    8 17:58:31       90.258931        0.462865
BFGS:    9 17:58:31       90.226753        0.517919
BFGS:   10 17:58:31       90.206872        0.396943
BFGS:   11 17:58:31       90.191878        0.407897
BFGS:   12 17:58:31       90.177391        0.343649
BFGS:   13 17:58:32       90.163728        0.465712
BFGS:   14 17:58:32       90.150976        0.397921
BFGS:   15 17:58:32       90.140076        0.178190
BFGS:   16 17:58:32       90.131738        0.157510
BFGS:   17 17:58:32       90.125107        0.265053
BFGS:   18 17:58:32       90.117811        0.306707
BFGS:   19 17:58:32       90.110968        0.191365
BFGS:   20 17:58:32       90.106173        0.129646
BFGS:   21 17:58:32       90.102494        0.148421
BFGS:   22 17:58:33       90.098572        0.244906
BFGS:   23 17:58:33       90.093207        0.278183
BFGS:   24 17:58:33       90.085924        0.216119
BFGS:   25 17:58:33       90.078688        0.176645
BFGS:   26 17:58:33       90.072318        0.156532
BFGS:   27 17:58:33       90.064292        0.184975
BFGS:   28 17:58:33       90.055809        0.238044
BFGS:   29 17:58:33       90.046011        0.235598
BFGS:   30 17:58:33       90.037493        0.140715
