      Step     Time          Energy          fmax
BFGS:    0 14:46:09      101.060329       26.687484
BFGS:    1 14:46:09       95.063942        9.631834
BFGS:    2 14:46:10       92.453311        3.713654
BFGS:    3 14:46:10       91.631277        1.696787
BFGS:    4 14:46:10       91.210003        1.008026
BFGS:    5 14:46:10       90.894559        1.119916
BFGS:    6 14:46:10       90.693319        1.125308
BFGS:    7 14:46:10       90.616258        0.930589
BFGS:    8 14:46:10       90.538156        0.593543
BFGS:    9 14:46:10       90.470612        0.413332
BFGS:   10 14:46:11       90.436711        0.531471
BFGS:   11 14:46:11       90.405016        0.554369
BFGS:   12 14:46:11       90.367410        0.468499
BFGS:   13 14:46:11       90.333890        0.422666
BFGS:   14 14:46:11       90.304889        0.273225
BFGS:   15 14:46:11       90.281404        0.395831
BFGS:   16 14:46:11       90.260749        0.385620
BFGS:   17 14:46:11       90.239051        0.401745
BFGS:   18 14:46:11       90.221586        0.313534
BFGS:   19 14:46:12       90.213078        0.112736
BFGS:   20 14:46:12       90.208465        0.112579
BFGS:   21 14:46:12       90.203641        0.160863
BFGS:   22 14:46:12       90.198553        0.187371
BFGS:   23 14:46:12       90.194517        0.119430
BFGS:   24 14:46:12       90.191491        0.080726
BFGS:   25 14:46:12       90.188397        0.144862
BFGS:   26 14:46:12       90.184145        0.245444
BFGS:   27 14:46:12       90.179279        0.249517
BFGS:   28 14:46:12       90.175618        0.140739
BFGS:   29 14:46:13       90.173241        0.069244
BFGS:   30 14:46:13       90.170805        0.118907
      Step     Time          Energy          fmax
BFGS:    0 14:53:17      101.060329       26.687484
BFGS:    1 14:53:17       95.063942        9.631834
BFGS:    2 14:53:17       92.453311        3.713654
BFGS:    3 14:53:17       91.631277        1.696787
BFGS:    4 14:53:17       91.210003        1.008026
BFGS:    5 14:53:18       90.894559        1.119916
BFGS:    6 14:53:18       90.693319        1.125308
BFGS:    7 14:53:18       90.616258        0.930589
BFGS:    8 14:53:18       90.538156        0.593543
BFGS:    9 14:53:18       90.470612        0.413332
BFGS:   10 14:53:18       90.436711        0.531471
BFGS:   11 14:53:18       90.405016        0.554369
BFGS:   12 14:53:18       90.367410        0.468499
BFGS:   13 14:53:19       90.333890        0.422666
BFGS:   14 14:53:19       90.304889        0.273225
BFGS:   15 14:53:19       90.281404        0.395831
BFGS:   16 14:53:19       90.260749        0.385620
BFGS:   17 14:53:19       90.239051        0.401745
BFGS:   18 14:53:19       90.221586        0.313534
BFGS:   19 14:53:19       90.213078        0.112736
BFGS:   20 14:53:19       90.208465        0.112579
BFGS:   21 14:53:19       90.203641        0.160863
BFGS:   22 14:53:20       90.198553        0.187371
BFGS:   23 14:53:20       90.194517        0.119430
BFGS:   24 14:53:20       90.191491        0.080726
BFGS:   25 14:53:20       90.188397        0.144862
BFGS:   26 14:53:20       90.184145        0.245444
BFGS:   27 14:53:20       90.179279        0.249517
BFGS:   28 14:53:20       90.175618        0.140739
BFGS:   29 14:53:20       90.173241        0.069244
BFGS:   30 14:53:20       90.170805        0.118907
      Step     Time          Energy          fmax
BFGS:    0 17:57:31      101.060329       26.687484
BFGS:    1 17:57:31       95.063942        9.631834
BFGS:    2 17:57:32       92.453311        3.713654
BFGS:    3 17:57:32       91.631277        1.696787
BFGS:    4 17:57:32       91.210003        1.008026
BFGS:    5 17:57:32       90.894559        1.119916
BFGS:    6 17:57:32       90.693319        1.125308
BFGS:    7 17:57:32       90.616258        0.930589
BFGS:    8 17:57:32       90.538156        0.593543
BFGS:    9 17:57:32       90.470612        0.413332
BFGS:   10 17:57:33       90.436711        0.531471
BFGS:   11 17:57:33       90.405016        0.554369
BFGS:   12 17:57:33       90.367410        0.468499
BFGS:   13 17:57:33       90.333890        0.422666
BFGS:   14 17:57:33       90.304889        0.273225
BFGS:   15 17:57:33       90.281404        0.395831
BFGS:   16 17:57:33       90.260749        0.385620
BFGS:   17 17:57:33       90.239051        0.401745
BFGS:   18 17:57:34       90.221586        0.313534
BFGS:   19 17:57:34       90.213078        0.112736
BFGS:   20 17:57:34       90.208465        0.112579
BFGS:   21 17:57:34       90.203641        0.160863
BFGS:   22 17:57:34       90.198553        0.187371
BFGS:   23 17:57:34       90.194517        0.119430
BFGS:   24 17:57:34       90.191491        0.080726
BFGS:   25 17:57:34       90.188397        0.144862
BFGS:   26 17:57:34       90.184145        0.245444
BFGS:   27 17:57:35       90.179279        0.249517
BFGS:   28 17:57:35       90.175618        0.140739
BFGS:   29 17:57:35       90.173241        0.069244
BFGS:   30 17:57:35       90.170805        0.118907
