      Step     Time          Energy          fmax
BFGS:    0 14:47:05       94.450700        7.750074
BFGS:    1 14:47:05       91.924380        3.839073
BFGS:    2 14:47:06       91.140957        1.965672
BFGS:    3 14:47:06       90.786271        0.834606
BFGS:    4 14:47:06       90.596201        1.011129
BFGS:    5 14:47:06       90.383353        1.165112
BFGS:    6 14:47:06       90.257419        0.789341
BFGS:    7 14:47:06       90.216660        0.384358
BFGS:    8 14:47:06       90.198250        0.282896
BFGS:    9 14:47:07       90.186943        0.306388
BFGS:   10 14:47:07       90.174849        0.267080
BFGS:   11 14:47:07       90.163558        0.270072
BFGS:   12 14:47:07       90.154053        0.263144
BFGS:   13 14:47:07       90.145853        0.229782
BFGS:   14 14:47:07       90.136728        0.222286
BFGS:   15 14:47:07       90.123386        0.276675
BFGS:   16 14:47:08       90.106393        0.318937
BFGS:   17 14:47:08       90.092957        0.217527
BFGS:   18 14:47:08       90.084683        0.157835
BFGS:   19 14:47:08       90.077075        0.187998
BFGS:   20 14:47:08       90.069859        0.218975
BFGS:   21 14:47:08       90.063731        0.151183
BFGS:   22 14:47:08       90.059977        0.079493
BFGS:   23 14:47:09       90.057639        0.080319
BFGS:   24 14:47:09       90.054887        0.133306
BFGS:   25 14:47:09       90.051049        0.167672
BFGS:   26 14:47:09       90.046842        0.132431
BFGS:   27 14:47:09       90.043305        0.101681
BFGS:   28 14:47:09       90.040579        0.089770
BFGS:   29 14:47:09       90.038481        0.107433
BFGS:   30 14:47:10       90.036746        0.089782
      Step     Time          Energy          fmax
BFGS:    0 14:54:14       94.450700        7.750074
BFGS:    1 14:54:14       91.924380        3.839073
BFGS:    2 14:54:15       91.140957        1.965672
BFGS:    3 14:54:15       90.786271        0.834606
BFGS:    4 14:54:15       90.596201        1.011129
BFGS:    5 14:54:15       90.383353        1.165112
BFGS:    6 14:54:15       90.257419        0.789341
BFGS:    7 14:54:15       90.216660        0.384358
BFGS:    8 14:54:15       90.198250        0.282896
BFGS:    9 14:54:15       90.186943        0.306388
BFGS:   10 14:54:16       90.174849        0.267080
BFGS:   11 14:54:16       90.163558        0.270072
BFGS:   12 14:54:16       90.154053        0.263144
BFGS:   13 14:54:16       90.145853        0.229782
BFGS:   14 14:54:16       90.136728        0.222286
BFGS:   15 14:54:16       90.123386        0.276675
BFGS:   16 14:54:16       90.106393        0.318937
BFGS:   17 14:54:16       90.092957        0.217527
BFGS:   18 14:54:16       90.084683        0.157835
BFGS:   19 14:54:17       90.077075        0.187998
BFGS:   20 14:54:17       90.069859        0.218975
BFGS:   21 14:54:17       90.063731        0.151183
BFGS:   22 14:54:17       90.059977        0.079493
BFGS:   23 14:54:17       90.057639        0.080319
BFGS:   24 14:54:17       90.054887        0.133306
BFGS:   25 14:54:17       90.051049        0.167672
BFGS:   26 14:54:18       90.046842        0.132431
BFGS:   27 14:54:18       90.043305        0.101681
BFGS:   28 14:54:18       90.040579        0.089770
BFGS:   29 14:54:18       90.038481        0.107433
BFGS:   30 14:54:18       90.036746        0.089782
      Step     Time          Energy          fmax
BFGS:    0 17:58:26       94.450700        7.750074
BFGS:    1 17:58:26       91.924380        3.839073
BFGS:    2 17:58:26       91.140957        1.965672
BFGS:    3 17:58:27       90.786271        0.834606
BFGS:    4 17:58:27       90.596201        1.011129
BFGS:    5 17:58:27       90.383353        1.165112
BFGS:    6 17:58:27       90.257419        0.789341
BFGS:    7 17:58:27       90.216660        0.384358
BFGS:    8 17:58:27       90.198250        0.282896
BFGS:    9 17:58:27       90.186943        0.306388
BFGS:   10 17:58:27       90.174849        0.267080
BFGS:   11 17:58:28       90.163558        0.270072
BFGS:   12 17:58:28       90.154053        0.263144
BFGS:   13 17:58:28       90.145853        0.229782
BFGS:   14 17:58:28       90.136728        0.222286
BFGS:   15 17:58:28       90.123386        0.276675
BFGS:   16 17:58:28       90.106393        0.318937
BFGS:   17 17:58:28       90.092957        0.217527
BFGS:   18 17:58:29       90.084683        0.157835
BFGS:   19 17:58:29       90.077075        0.187998
BFGS:   20 17:58:29       90.069859        0.218975
BFGS:   21 17:58:29       90.063731        0.151183
BFGS:   22 17:58:29       90.059977        0.079493
BFGS:   23 17:58:29       90.057639        0.080319
BFGS:   24 17:58:29       90.054887        0.133306
BFGS:   25 17:58:29       90.051049        0.167672
BFGS:   26 17:58:29       90.046842        0.132431
BFGS:   27 17:58:30       90.043305        0.101681
BFGS:   28 17:58:30       90.040579        0.089770
BFGS:   29 17:58:30       90.038481        0.107433
BFGS:   30 17:58:30       90.036746        0.089782
